"Date de réservation";"Début";"Fin";"Durée";"Salle";"Objet";"N° de l'organisateur";"Civilité";"Organisateur";"Type d'option";"Option";"Compte comptable";"Quantité";"Prix HT";"Taux de TVA";"Prix TTC";"Statut";"Type de document";"N° de document";"Date de document"
08/03/2025;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"13422";;"FEDERATION FRANCAISE DE DANSE  CR ILE DE FRANCE";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Devis";"D24250290";07/11/2024
08/03/2025;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"13422";;"FEDERATION FRANCAISE DE DANSE  CR ILE DE FRANCE";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Facture";"F24250344";08/11/2024
08/03/2025;11:15;12:45;"90";"Salle Moyenne 7";"Salle Moyenne";"2121";;"NA ABSTINENTS";"Z_Arch23-24";"Salle 8 - 40 places - 1/2 Journée";"70123";0,4;156;0 %;156;"Encaissée";"Facture";"F24250977";03/04/2025
08/03/2025;14:00;18:00;"240";"Salle Moyenne 7";"(Nouvelle)";"12944";;"FEDERATION DES ASSOCIATIONS KURDES EN FRANCE  FAKF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250611";08/02/2025
08/03/2025;14:00;18:00;"240";"Salle Moyenne 7";"(Nouvelle)";"12944";;"FEDERATION DES ASSOCIATIONS KURDES EN FRANCE  FAKF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250742";08/02/2025
08/03/2025;14:00;18:00;"240";"Salle Moyenne 7";"(Nouvelle)";"12944";;"FEDERATION DES ASSOCIATIONS KURDES EN FRANCE  FAKF";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Devis";"D24250611";08/02/2025
08/03/2025;14:00;18:00;"240";"Salle Moyenne 7";"(Nouvelle)";"12944";;"FEDERATION DES ASSOCIATIONS KURDES EN FRANCE  FAKF";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Facture";"F24250742";08/02/2025
08/03/2025;14:00;18:00;"240";"Grande salle 9";;"2266";;"COUP DE SOLEIL ASSOCIATION";"CAT 3";"Salle 9 - 175 places - 1/2 journée";"70133";1;485;0 %;485;"Encaissée";"Devis";"D24250596";04/02/2025
08/03/2025;14:00;18:00;"240";"Grande salle 9";;"2266";;"COUP DE SOLEIL ASSOCIATION";"CAT 3";"Salle 9 - 175 places - 1/2 journée";"70133";1;485;0 %;485;"Encaissée";"Facture";"F24250757";11/02/2025
08/03/2025;14:00;18:00;"240";"Petite salle 4";;"13336";;"NEBOZI";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250636";14/02/2025
08/03/2025;14:00;18:00;"240";"Petite salle 4";;"13336";;"NEBOZI";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250795";17/02/2025
08/03/2025;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"10910";;"CRPA  CENTRE REFLEXION PROP ACTION PSYCHIATRIE";"Z_Archives 24-25";"Salle 5 - 8 places - 1/2 journée";"70143";1;39;0 %;39;"Encaissée";"Devis";"D24250419";17/12/2024
08/03/2025;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"10910";;"CRPA  CENTRE REFLEXION PROP ACTION PSYCHIATRIE";"Z_Archives 24-25";"Salle 5 - 8 places - 1/2 journée";"70143";1;39;0 %;39;"Encaissée";"Devis";"D24250420";17/12/2024
08/03/2025;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"10910";;"CRPA  CENTRE REFLEXION PROP ACTION PSYCHIATRIE";"Z_Archives 24-25";"Salle 5 - 8 places - 1/2 journée";"70143";1;39;0 %;39;"Encaissée";"Facture";"F24250511";18/12/2024
08/03/2025;19:00;23:00;"240";"Salle Moyenne 7";;"13109";;"ATELDET FRANCE SOLIDARITÉ";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250306";29/10/2024
08/03/2025;19:00;23:00;"240";"Salle Moyenne 7";;"13109";;"ATELDET FRANCE SOLIDARITÉ";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Facture";"F24250306";29/10/2024
08/03/2025;19:00;23:00;"240";"RESA ANNULEES";"(Nouvelle)";"13416";;"ADEWE ASSOCIATION";"CAT 3";"Salle 9 - 175 places - 1/2 journée";"70133";1;485;0 %;485;"Annulée";"Devis";"D24250515";18/01/2025
08/03/2025;19:00;23:00;"240";"Grande salle 9";;"13416";;"ADEWE ASSOCIATION";"CAT 3";"Salle 9 - 175 places - 1/2 journée";"70133";1;485;0 %;485;"Encaissée";"Facture";"F24250718";06/02/2025
08/03/2025;19:00;23:00;"240";"Petite salle 2";;"13416";;"ADEWE ASSOCIATION";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250827";26/02/2025
08/03/2025;19:00;23:00;"240";"ACCESSOIRES";"(Nouvelle)";"13416";;"ADEWE ASSOCIATION";"Services";"Supplément ménage salle 7";"70822";1;86;0 %;86;"Encaissée";"Facture";"F24250886";08/03/2025
09/03/2025;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"13422";;"FEDERATION FRANCAISE DE DANSE  CR ILE DE FRANCE";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Devis";"D24250285";06/11/2024
09/03/2025;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"13422";;"FEDERATION FRANCAISE DE DANSE  CR ILE DE FRANCE";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Devis";"D24250290";07/11/2024
09/03/2025;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"13422";;"FEDERATION FRANCAISE DE DANSE  CR ILE DE FRANCE";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Facture";"F24250344";08/11/2024
09/03/2025;09:00;13:00;"240";"Petite salle 2";;"13379";;"EASYSTUDIES";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250979";03/04/2025
09/03/2025;09:00;12:00;"180";"ACCESSOIRES";;"13379";;"EASYSTUDIES";"Services";"Photocopie A4 couleur";"7091";5;0,5;0 %;0,5;"Encaissée";"Facture";"F24250979";03/04/2025
09/03/2025;09:00;13:00;"240";"Ancienne Petite salle 3";;"13379";;"EASYSTUDIES";"Z_Archives 24-25";"Salle 5 - 8 places - 1/2 journée";"70143";1;39;0 %;39;"Encaissée";"Facture";"F24250979";03/04/2025
09/03/2025;12:00;13:30;"90";"Salle Moyenne 7";;"2264";;"NA ETAPE";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;64,4;0 %;64,4;"Encaissée";"Facture";"F24250978";03/04/2025
09/03/2025;12:00;13:30;"90";"Petite salle 1";;"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;26;0 %;26;"Encaissée";"Facture";"F24250978";03/04/2025
09/03/2025;14:00;18:00;"240";"Grande salle 9";;"12705";;"IM2F TV";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250758";11/02/2025
09/03/2025;14:00;18:00;"240";"Salle Moyenne 7";;"12559";;"ADSV ASSOCIATION POUR LE DEVELOPPEMENT DE SYLLACOUNDA VILLAGE";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Devis";"D24250385";08/12/2024
09/03/2025;14:00;18:00;"240";"Salle Moyenne 7";;"12559";;"ADSV ASSOCIATION POUR LE DEVELOPPEMENT DE SYLLACOUNDA VILLAGE";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Facture";"F24250525";18/12/2024
09/03/2025;14:00;18:00;"240";"Grande salle 9";;"12705";;"IM2F TV";"CAT 3";"Salle 9 - 175 places - 1/2 journée";"70133";1;485;0 %;485;"Encaissée";"Facture";"F24250758";11/02/2025
09/03/2025;14:00;18:00;"240";"Petite salle 1";"(Réservation)";"12849";;"NDABOT ASSOCIATION";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250387";08/12/2024
09/03/2025;14:00;18:00;"240";"Petite salle 2";;"1838";;"ARRS  SIKASSO";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250570";12/01/2025
09/03/2025;14:00;18:00;"240";"Petite salle 1";"(Réservation)";"12849";;"NDABOT ASSOCIATION";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250506";17/12/2024
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250590";04/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250589";04/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250776";13/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Avoir";"A24250099";13/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250777";13/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250590";04/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250589";04/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250776";13/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Avoir";"A24250099";13/02/2025
10/03/2025;09:00;18:00;"540";"Petite salle 4";"règlement le 15 mars,paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250777";13/02/2025
11/03/2025;08:30;08:45;"15";"ACCESSOIRES";;"13363";;"HIDAYA 59";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Posée";"Facture";"F24250897";11/03/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250589";04/02/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250590";04/02/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250777";13/02/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250589";04/02/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250590";04/02/2025
11/03/2025;09:15;18:15;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250777";13/02/2025
11/03/2025;18:30;22:30;"240";"Grande salle 9";;"1294";;"COP 84 AVENUE PHILIPPE AUGUSTE";"CAT 1";"Adhesion 2025";"7001";1;47;0 %;47;"Encaissée";"Facture";"F24250550";07/01/2025
11/03/2025;18:30;22:30;"240";"Grande salle 9";;"1294";;"COP 84 AVENUE PHILIPPE AUGUSTE";"CAT 1";"Salle 9 -175 places - 1/2 journée";"70131";1;1092;0 %;1092;"Encaissée";"Facture";"F24250550";07/01/2025
11/03/2025;19:00;23:00;"240";"Petite salle 1";;"13635";;"EQUINOXE";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250699";04/03/2025
11/03/2025;19:00;23:00;"240";"Petite salle 1";;"13635";;"EQUINOXE";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250870";05/03/2025
11/03/2025;19:00;23:00;"240";"Petite salle 2";;"11348";;"SEQUENCES 7";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250329";22/11/2024
11/03/2025;19:00;23:00;"240";"Petite salle 2";;"11348";;"SEQUENCES 7";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250420";25/11/2024
11/03/2025;19:00;23:00;"240";"Salle Visio";"Bon de commande 4560414266";"3497";;"MAIRIE DU XI";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Encaissée";"Devis";"D24250312";15/11/2024
11/03/2025;19:00;23:00;"240";"Salle Visio";"Bon de commande 4560414266";"3497";;"MAIRIE DU XI";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Encaissée";"Facture";"F24250906";13/03/2025
11/03/2025;19:00;23:00;"240";"Petite salle 4";;"12225";;"DEBITEURS ANONYMES DA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;32;0 %;32;"Encaissée";"Facture";"F24250981";03/04/2025
12/03/2025;09:00;18:00;"540";"Salle Moyenne 7";;"13630";;"FEDERATION SANTE HABITAT";"CAT 2";"Salle 7 - 70 places - Journée";"70122";1;480;0 %;480;"Encaissée";"Facture";"F24250800";19/02/2025
12/03/2025;09:00;18:00;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250589";04/02/2025
12/03/2025;09:00;18:00;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250590";04/02/2025
12/03/2025;09:00;18:00;"540";"Petite salle 4";;"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250777";13/02/2025
12/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Devis";"D24250637";14/02/2025
12/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F24250986";03/04/2025
12/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Z_Archives 24-25";"Salle 5 - 8 places - Journée";"70142";1;116;0 %;116;"Encaissée";"Devis";"D24250637";14/02/2025
12/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Z_Archives 24-25";"Salle 5 - 8 places - Journée";"70142";1;116;0 %;116;"Encaissée";"Facture";"F24250986";03/04/2025
12/03/2025;09:15;13:45;"270";"RESA ANNULEES";"Fédération santé Habitat 8h30 NE PAS SUPPRIMER";"13559";;"KACTUS";"CAT 1";"Salle 9 -175 places - Journée";"70131";1;1450;0 %;1450;"Annulée";"Avoir";"A24250109";19/02/2025
12/03/2025;09:15;13:45;"270";"RESA ANNULEES";"Fédération santé Habitat 8h30 NE PAS SUPPRIMER";"13559";;"KACTUS";"CAT 1";"Salle 9 -175 places - Journée";"70131";1;1450;0 %;1450;"Annulée";"Facture";"F24250760";11/02/2025
12/03/2025;14:00;18:00;"240";"Petite salle 2";;"13630";;"FEDERATION SANTE HABITAT";"CAT 2";"Salles 19 places - 1/2 journée";"70112";1;116;0 %;116;"Encaissée";"Facture";"F24250812";24/02/2025
12/03/2025;18:15;22:15;"240";"Salle Multimédia";;"13560";;"LE PEPIN";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;60;0 %;60;"Encaissée";"Facture";"F24250983";03/04/2025
12/03/2025;18:30;23:00;"270";"Salle Moyenne 8";;"1136";;"COP 204 -210 BOULEVARD DE CHARONNE";"CAT 1";"Adhesion 2025";"7001";1;47;0 %;47;"Encaissée";"Facture";"F24250574";13/01/2025
12/03/2025;18:30;23:00;"270";"Salle Moyenne 8";;"1136";;"COP 204 -210 BOULEVARD DE CHARONNE";"CAT 1";"Salle 8 - 35 places - 1/2 journée";"70161";1;372;0 %;372;"Encaissée";"Facture";"F24250574";13/01/2025
12/03/2025;18:45;22:45;"240";"Petite salle 2";;"1931";;"AVARAP";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250183";09/10/2024
12/03/2025;18:45;22:45;"240";"Petite salle 2";;"1931";;"AVARAP";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250982";03/04/2025
12/03/2025;19:00;23:00;"240";"Petite salle 1";;"12882";;"LUTECE 75 CLUB TOASTMASTERS";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Devis";"D24250675";26/02/2025
12/03/2025;19:00;23:00;"240";"Petite salle 1";;"12882";;"LUTECE 75 CLUB TOASTMASTERS";"CAT 3";"Salles 19 places - 1/2 journée";"70113";1;65;0 %;65;"Encaissée";"Facture";"F24250984";03/04/2025
13/03/2025;08:30;08:45;"15";"ACCESSOIRES";;"13617";;"INSTITUT DES ETUDES SPECIALISEES";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";2;37;0 %;37;"Encaissée";"Facture";"F24250902";13/03/2025
13/03/2025;09:00;13:00;"240";"Salle Moyenne 7";;"13211";;"ASPE   AGISSONS SYNDICAT POLE EMPLOI";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Devis";"D24250661";23/02/2025
13/03/2025;09:00;13:00;"240";"Salle Moyenne 7";;"13211";;"ASPE   AGISSONS SYNDICAT POLE EMPLOI";"CAT 3";"Salle 7 - 70 places - 1/2 Journée";"70123";1;161;0 %;161;"Encaissée";"Facture";"F24250816";25/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 2";"Fenêtres";"13118";;"ASALEE ASSOCIATION";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250663";24/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 2";"Fenêtres";"13118";;"ASALEE ASSOCIATION";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250814";24/02/2025
13/03/2025;09:00;18:00;"540";"Salle Visio";;"13118";;"ASALEE ASSOCIATION";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250663";24/02/2025
13/03/2025;09:00;18:00;"540";"Salle Visio";;"13118";;"ASALEE ASSOCIATION";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250814";24/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 1";"paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250590";04/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 1";"paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250589";04/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 1";"paperboard + videoproj";"12774";;"MOUVEMENT FRANCAIS PLANNING FAMILIAL FEDERATION IDF  MFPF";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250777";13/02/2025
13/03/2025;09:00;18:00;"540";"Petite salle 4";;"11323";;"AFP ACP";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Devis";"D24250396";11/12/2024
13/03/2025;09:00;18:00;"540";"Petite salle 4";;"11323";;"AFP ACP";"CAT 3";"Salles 19 places - Journée";"70113";1;126;0 %;126;"Encaissée";"Facture";"F24250491";13/12/2024
13/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Devis";"D24250637";14/02/2025
13/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F24250986";03/04/2025
13/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Z_Archives 24-25";"Salle 5 - 8 places - Journée";"70142";1;116;0 %;116;"Encaissée";"Devis";"D24250637";14/02/2025
13/03/2025;09:00;18:00;"540";"Ancienne Petite salle 3";;"13411";;"INSTITUT DE FORMATION EN COMPTABILITE ET GESTION CGS";"Z_Archives 24-25";"Salle 5 - 8 places - Journée";"70142";1;116;0 %;116;"Encaissée";"Facture";"F24250986";03/04/2025
13/03/2025;18:00;19:00;"60";"RESA ANNULEES";;"1114";;"PT XI";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Annulée";"Devis";"D24250634";13/02/2025
13/03/2025;18:00;19:00;"60";"RESA ANNULEES";;"1114";;"PT XI";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Annulée";"Facture";"F24250782";14/02/2025
13/03/2025;18:00;19:00;"60";"RESA ANNULEES";;"1114";;"PT XI";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Annulée";"Avoir";"A24250118";04/03/2025
13/03/2025;18:30;23:00;"270";"Petite salle 1";;"1322";;"COP 45 RUE ALEXANDRE DUMAS";"CAT 1";"Adhesion 2025";"7001";1;47;0 %;47;"Encaissée";"Facture";"F24250559";09/01/2025
13/03/2025;18:30;23:00;"270";"Petite salle 4";;"12925";;"COP 6 RUE NEUVE DES BOULETS";"CAT 1";"Adhesion 2025";"7001";1;47;0 %;47;"Encaissée";"Facture";"F24250683";29/01/2025
13/03/2025;18:30;23:00;"270";"Petite salle 1";;"1322";;"COP 45 RUE ALEXANDRE DUMAS";"CAT 1";"Salles - 19 places -  1/2 Journée";"70111";1;119;0 %;119;"Encaissée";"Facture";"F24250559";09/01/2025
13/03/2025;18:30;23:00;"270";"Petite salle 4";;"12925";;"COP 6 RUE NEUVE DES BOULETS";"CAT 1";"Salles - 19 places -  1/2 Journée";"70111";1;119;0 %;119;"Encaissée";"Facture";"F24250683";29/01/2025
13/03/2025;19:00;23:00;"240";"Petite salle 2";;"11329";;"ADIODROLS";"CAT 4";"Salles 19 places - 1/2 journée";"70114";1;32;0 %;32;"Encaissée";"Facture";"F24250908";13/03/2025
14/03/2025;09:00;18:00;"540";"Petite salle 1";;"13374";;"MAGE ASSOCIATION";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250128";24/09/2024
14/03/2025;09:00;18:00;"540";"Petite salle 1";;"13374";;"MAGE ASSOCIATION";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250330";05/11/2024
14/03/2025;09:00;18:00;"540";"ANNEXE";"code 568355 Haut parleur à déposer";"11323";;"AFP ACP";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Devis";"D24250243";22/10/2024
14/03/2025;09:00;18:00;"540";"ANNEXE";"code 568355 Haut parleur à déposer";"11323";;"AFP ACP";"CAT 3";"Adhésion 2025";"7003";1;40;0 %;40;"Encaissée";"Facture";"F24250326";04/11/2024
14/03/2025;09:00;18:00;"540";"Salle Moyenne 8";;"13374";;"MAGE ASSOCIATION";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Devis";"D24250128";24/09/2024
14/03/2025;09:00;18:00;"540";"Salle Moyenne 8";;"13374";;"MAGE ASSOCIATION";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Facture";"F24250330";05/11/2024
14/03/2025;09:00;18:00;"540";"Grande salle 9";;"13118";;"ASALEE ASSOCIATION";"CAT 3";"Salle 8 - 35 places - Journée";"70163";1;309;0 %;309;"Encaissée";"Devis";"D24250663";24/02/2025
